trans_date_trans_time,session_time,cc_num,merchant,category,amt,city,lat,long,merch_lat,merch_long,unix_time,is_fraud
2021-01-01 00:00:00,00:00:00,4532117045436,MakeMyTrip,travel,200.2,"Hyderabad, Telangana, IN",17.37206447854257,78.49331699931237,17.47907849733496,79.18110429718912,1609459200,0
2021-01-01 03:00:00,03:00:00,4532117045436,Netflix,gas_transport,406.27,"Hyderabad, Telangana, IN",17.37249904523427,78.5046643133379,17.6925234330714,79.00202046610751,1609470000,0
2021-01-01 06:00:00,06:00:00,4532117045436,Zomato,shopping_net,417.54,"Hyderabad, Telangana, IN",17.376692140369,78.5016016375716,18.279193293118958,78.53365358895545,1609480800,0
2021-01-01 09:00:00,09:00:00,4532117045436,MakeMyTrip,health_fitness,490.53,"Hyderabad, Telangana, IN",17.381736124820403,78.47457308752469,16.46333079691774,78.33003647618621,1609491600,0
2021-01-01 12:00:00,12:00:00,4532117045436,Shell,grocery_pos,251.22,"Hyderabad, Telangana, IN",17.40300746069236,78.48873293502989,17.13186510770654,78.44033173322218,1609502400,0
2021-01-01 15:00:00,15:00:00,4532117045436,Zomato,shopping_net,531.61,"Hyderabad, Telangana, IN",17.378377648995997,78.49797020259021,17.864707690227423,77.97704677584545,1609513200,0
2021-01-01 18:00:00,18:00:00,4532117045436,Zomato,food_dining,736.75,"Hyderabad, Telangana, IN",17.392712514142513,78.47328840287793,17.36289424314189,78.95715700378128,1609524000,0
2021-01-01 21:00:00,21:00:00,4532117045436,MakeMyTrip,entertainment,521.18,"Hyderabad, Telangana, IN",17.380352367618848,78.49707367239765,17.681385773651524,79.01090534921715,1609534800,0
2021-01-02 00:00:00,00:00:00,4532117045436,Amazon,food_dining,463.93,"Hyderabad, Telangana, IN",17.389727073128697,78.47967212054117,17.290099470577744,77.95546731700063,1609545600,0
2021-01-02 03:00:00,03:00:00,4532117045436,Shell,entertainment,243.38,"Hyderabad, Telangana, IN",17.384370188342125,78.48454527064237,18.165084298082796,78.0195433509987,1609556400,0
2021-01-02 06:00:00,06:00:00,4532117045436,MakeMyTrip,food_dining,333.86,"Hyderabad, Telangana, IN",17.38677023128994,78.48946632404366,17.965637578568938,77.8237913683412,1609567200,0
2021-01-02 09:00:00,09:00:00,4532117045436,Shell,gas_transport,441.62,"Hyderabad, Telangana, IN",17.388696147959003,78.49738315536686,17.534346820770676,78.35942671238563,1609578000,0
2021-01-02 12:00:00,12:00:00,4532117045436,Shell,shopping_net,370.53,"Hyderabad, Telangana, IN",17.3825054269463,78.50201906829516,18.222107485604234,78.47584532214704,1609588800,0
2021-01-02 15:00:00,15:00:00,4532117045436,Zomato,entertainment,603.94,"Hyderabad, Telangana, IN",17.388744640406973,78.48347066725435,17.5398323065232,78.5199254807394,1609599600,0
2021-01-02 18:00:00,18:00:00,4532117045436,Netflix,grocery_pos,2684.54,"Chennai, Tamil Nadu, IN",17.397339158285867,78.481903602542,22.341356484487346,72.69370002994131,1609610400,1
2021-01-02 21:00:00,21:00:00,4532117045436,Shell,shopping_net,853.86,"Hyderabad, Telangana, IN",17.37745884584643,78.48123771631282,18.12008262577494,78.12063774351299,1609621200,0
2021-01-03 00:00:00,00:00:00,4532117045436,Apollo,grocery_pos,302.87,"Hyderabad, Telangana, IN",17.396858658229327,78.49449584246163,16.685395213502765,78.12152468079806,1609632000,0
2021-01-03 03:00:00,03:00:00,4532117045436,Zomato,shopping_net,454.97,"Hyderabad, Telangana, IN",17.3823479699436,78.49665555796635,17.468924060056544,78.8521633901881,1609642800,0
2021-01-03 06:00:00,06:00:00,4532117045436,Amazon,shopping_net,242.48,"Hyderabad, Telangana, IN",17.381290076993956,78.49564413835934,17.561580010424187,77.98869906388101,1609653600,0
2021-01-03 09:00:00,09:00:00,4532117045436,Netflix,food_dining,116.63,"Hyderabad, Telangana, IN",17.39199559361361,78.48939789319894,17.273690659499877,78.51387809737327,1609664400,0
2021-01-03 12:00:00,12:00:00,4532117045436,Apollo,entertainment,558.41,"Hyderabad, Telangana, IN",17.38158840816892,78.49038447028896,17.01224232268079,78.13242728832365,1609675200,0
2021-01-03 15:00:00,15:00:00,4532117045436,Apollo,entertainment,524.49,"Hyderabad, Telangana, IN",17.38819169250565,78.4843963118272,17.349048828848996,78.39090387201624,1609686000,0
2021-01-03 18:00:00,18:00:00,4532117045436,Amazon,travel,321.81,"Hyderabad, Telangana, IN",17.387257479076116,78.4853289525791,16.629841499750125,78.95948576199127,1609696800,0
2021-01-03 21:00:00,21:00:00,4532117045436,Netflix,shopping_net,463.95,"Hyderabad, Telangana, IN",17.36416512814718,78.49523973540478,18.161706387057574,77.86727739930211,1609707600,0
2021-01-04 00:00:00,00:00:00,4532117045436,Zomato,gas_transport,355.61,"Hyderabad, Telangana, IN",17.389175850821037,78.48934291945315,18.186706957524688,77.18317494557431,1609718400,0
2021-01-04 03:00:00,03:00:00,4532117045436,Walmart,gas_transport,375.87,"Hyderabad, Telangana, IN",17.37058898298668,78.48196833935474,17.421655341894084,77.81733011616511,1609729200,0
2021-01-04 06:00:00,06:00:00,4532117045436,Netflix,grocery_pos,401.96,"Hyderabad, Telangana, IN",17.371351184252344,78.49769326611461,17.22951380698919,78.69535882918355,1609740000,0
2021-01-04 09:00:00,09:00:00,4532117045436,Amazon,grocery_pos,315.52,"Hyderabad, Telangana, IN",17.388664637455626,78.48062164435478,16.646470268883526,77.88794729747,1609750800,0
2021-01-04 12:00:00,12:00:00,4532117045436,Apollo,food_dining,342.5,"Hyderabad, Telangana, IN",17.390365897673163,78.48815697782067,17.058108950500632,78.13036393501837,1609761600,0
2021-01-04 15:00:00,15:00:00,4532117045436,Zomato,shopping_net,346.73,"Hyderabad, Telangana, IN",17.39705049456839,78.47429978770384,18.126447742633747,78.71366966746469,1609772400,0
2021-01-04 18:00:00,18:00:00,4532117045436,Netflix,grocery_pos,513.43,"Hyderabad, Telangana, IN",17.37410632412436,78.477241990684,17.389058799917766,78.88865174021477,1609783200,0
2021-01-04 21:00:00,21:00:00,4532117045436,Walmart,grocery_pos,33.87,"Hyderabad, Telangana, IN",17.377587209957245,78.48689105375291,17.128112682215498,79.00304105102154,1609794000,0
2021-01-05 00:00:00,00:00:00,4532117045436,Walmart,health_fitness,415.86,"Hyderabad, Telangana, IN",17.389643657938446,78.4797375677956,17.408255922437764,78.76371124903409,1609804800,0
2021-01-05 03:00:00,03:00:00,4532117045436,Shell,shopping_net,286.85,"Hyderabad, Telangana, IN",17.397242774593558,78.4844084934097,17.11530419950111,77.92382142745053,1609815600,0
2021-01-05 06:00:00,06:00:00,4532117045436,Shell,food_dining,292.27,"Hyderabad, Telangana, IN",17.386921747920635,78.49883269980987,16.596729287926927,79.28984832148078,1609826400,0
2021-01-05 09:00:00,09:00:00,4532117045436,MakeMyTrip,grocery_pos,371.15,"Hyderabad, Telangana, IN",17.376220010507623,78.48545243641611,17.23178042733943,78.01524989603736,1609837200,0
2021-01-05 12:00:00,12:00:00,4532117045436,Amazon,food_dining,447.85,"Hyderabad, Telangana, IN",17.40006417023581,78.49569849234157,16.862462360273074,78.16860300063722,1609848000,0
2021-01-05 15:00:00,15:00:00,4532117045436,Netflix,entertainment,417.84,"Hyderabad, Telangana, IN",17.382376334697692,78.47889287486477,17.59900422158721,78.4839523055723,1609858800,0
2021-01-05 18:00:00,18:00:00,4532117045436,Netflix,food_dining,290.39,"Hyderabad, Telangana, IN",17.382687993747364,78.49218904333979,17.849136978231556,78.62606456369777,1609869600,0
2021-01-05 21:00:00,21:00:00,4532117045436,MakeMyTrip,gas_transport,558.25,"Hyderabad, Telangana, IN",17.370641526107917,78.47669809272095,17.02896194284201,79.20600005840028,1609880400,0
2021-01-06 00:00:00,00:00:00,4532117045436,Apollo,gas_transport,314.61,"Hyderabad, Telangana, IN",17.39224087674947,78.48420219014817,17.482332077884884,78.17030428997349,1609891200,0
2021-01-06 03:00:00,03:00:00,4532117045436,Apollo,food_dining,339.79,"Hyderabad, Telangana, IN",17.39352605589381,78.49259494009368,17.377194780817536,78.67690777125544,1609902000,0
2021-01-06 06:00:00,06:00:00,4532117045436,MakeMyTrip,gas_transport,492.67,"Hyderabad, Telangana, IN",17.377941689866102,78.48682757229055,17.016505607575784,78.17310020955914,1609912800,0
2021-01-06 09:00:00,09:00:00,4532117045436,Apollo,entertainment,5920.82,"Delhi, Delhi, IN",17.402512070590557,78.49612300722703,22.266139793228056,77.75983733927498,1609923600,1
2021-01-06 12:00:00,12:00:00,4532117045436,Shell,shopping_net,358.25,"Hyderabad, Telangana, IN",17.379128716127777,78.49337514235397,16.872683297343247,78.70030758369184,1609934400,0
2021-01-06 15:00:00,15:00:00,4532117045436,Netflix,gas_transport,10.0,"Hyderabad, Telangana, IN",17.391252544787964,78.48361594850661,16.996949929502968,79.131334154085,1609945200,0
2021-01-06 18:00:00,18:00:00,4532117045436,MakeMyTrip,gas_transport,317.18,"Hyderabad, Telangana, IN",17.387236492052924,78.49966948372811,17.456649153139747,77.91033169457417,1609956000,0
2021-01-06 21:00:00,21:00:00,4532117045436,Netflix,food_dining,474.28,"Hyderabad, Telangana, IN",17.364744438050398,78.49106305070796,17.506595121338748,78.2061412201243,1609966800,0
2021-01-07 00:00:00,00:00:00,4532117045436,Walmart,entertainment,553.29,"Hyderabad, Telangana, IN",17.39043903483545,78.48426310777059,18.00576927491091,78.61102925291112,1609977600,0
2021-01-07 03:00:00,03:00:00,4532117045436,Shell,travel,438.11,"Hyderabad, Telangana, IN",17.389541246461704,78.48815766180293,16.868310044978557,79.13924822647198,1609988400,0
2021-01-07 06:00:00,06:00:00,4532117045436,Zomato,travel,378.15,"Hyderabad, Telangana, IN",17.367336173360552,78.48760918250856,16.975078790773594,78.98283550580649,1609999200,0
2021-01-07 09:00:00,09:00:00,4532117045436,Shell,travel,793.98,"Hyderabad, Telangana, IN",17.400253332736998,78.48871592326414,17.062596113878097,79.23691369419315,1610010000,0
2021-01-07 12:00:00,12:00:00,4532117045436,MakeMyTrip,travel,7721.36,"Kolkata, West Bengal, IN",17.389581884298615,78.48528240675056,23.760908328587757,73.00697928538315,1610020800,1
2021-01-07 15:00:00,15:00:00,4532117045436,Zomato,shopping_net,541.83,"Hyderabad, Telangana, IN",17.397394011334214,78.49042527716306,17.49478161858354,78.87606414181946,1610031600,0
2021-01-07 18:00:00,18:00:00,4532117045436,Walmart,food_dining,249.74,"Hyderabad, Telangana, IN",17.367838927872292,78.49459819703512,17.600086369989324,78.56338569363294,1610042400,0
2021-01-07 21:00:00,21:00:00,4532117045436,MakeMyTrip,food_dining,286.47,"Hyderabad, Telangana, IN",17.380895677037177,78.49095563921509,16.443834712525355,77.92922664273574,1610053200,0
2021-01-08 00:00:00,00:00:00,4532117045436,Amazon,health_fitness,547.1,"Hyderabad, Telangana, IN",17.396806025060016,78.49061528466194,17.982499144618753,77.4143992187635,1610064000,0
2021-01-08 03:00:00,03:00:00,4532117045436,Netflix,entertainment,606.68,"Hyderabad, Telangana, IN",17.36931708644036,78.48569320940622,17.6197747762139,78.54886891842483,1610074800,0
2021-01-08 06:00:00,06:00:00,4532117045436,Walmart,travel,391.54,"Hyderabad, Telangana, IN",17.381188898451462,78.4778391771177,17.82635653058042,78.88802437113135,1610085600,0
