trans_date_trans_time,cc_num,merchant,category,amt,lat,long,merch_lat,merch_long,unix_time,is_fraud
2021-01-01 00:00:00,4532117045436,MakeMyTrip,travel,200.2,15.899964478542568,79.74661699931237,16.00697849733496,80.43440429718912,1609459200,0
2021-01-01 03:00:00,4532117045436,Netflix,gas_transport,406.27,15.900399045234268,79.7579643133379,16.2204234330714,80.2553204661075,1609470000,0
2021-01-01 06:00:00,4532117045436,Zomato,shopping_net,417.54,15.904592140368996,79.75490163757159,16.807093293118957,79.78695358895544,1609480800,0
2021-01-01 09:00:00,4532117045436,MakeMyTrip,health_fitness,490.53,15.9096361248204,79.72787308752469,14.99123079691774,79.5833364761862,1609491600,0
2021-01-01 12:00:00,4532117045436,Shell,grocery_pos,251.22,15.930907460692362,79.74203293502988,15.659765107706537,79.69363173322218,1609502400,0
2021-01-01 15:00:00,4532117045436,Zomato,shopping_net,531.61,15.906277648995996,79.7512702025902,16.392607690227422,79.23034677584545,1609513200,0
2021-01-01 18:00:00,4532117045436,Zomato,food_dining,736.75,15.920612514142512,79.72658840287792,15.890794243141888,80.21045700378127,1609524000,0
2021-01-01 21:00:00,4532117045436,MakeMyTrip,entertainment,521.18,15.908252367618847,79.75037367239764,16.209285773651523,80.26420534921715,1609534800,0
2021-01-02 00:00:00,4532117045436,Amazon,food_dining,463.93,15.917627073128694,79.73297212054116,15.81799947057774,79.20876731700062,1609545600,0
2021-01-02 03:00:00,4532117045436,Shell,entertainment,243.38,15.912270188342122,79.73784527064237,16.692984298082795,79.2728433509987,1609556400,0
2021-01-02 06:00:00,4532117045436,MakeMyTrip,food_dining,333.86,15.914670231289938,79.74276632404366,16.493537578568937,79.0770913683412,1609567200,0
2021-01-02 09:00:00,4532117045436,Shell,gas_transport,441.62,15.916596147959,79.75068315536686,16.062246820770675,79.61272671238562,1609578000,0
2021-01-02 12:00:00,4532117045436,Shell,shopping_net,370.53,15.9104054269463,79.75531906829515,16.750007485604232,79.72914532214703,1609588800,0
2021-01-02 15:00:00,4532117045436,Zomato,entertainment,603.94,15.916644640406972,79.73677066725435,16.067732306523197,79.7732254807394,1609599600,0
2021-01-02 18:00:00,4532117045436,Netflix,grocery_pos,2684.54,15.925239158285867,79.735203602542,29.946555195722784,79.58561665717552,1609610400,1
2021-01-02 21:00:00,4532117045436,Shell,shopping_net,853.86,15.905358845846427,79.73453771631281,16.64798262577494,79.37393774351298,1609621200,0
2021-01-03 00:00:00,4532117045436,Apollo,grocery_pos,302.87,15.924758658229326,79.74779584246163,15.213295213502763,79.37482468079806,1609632000,0
2021-01-03 03:00:00,4532117045436,Zomato,shopping_net,454.97,15.910247969943597,79.74995555796635,15.996824060056543,80.10546339018809,1609642800,0
2021-01-03 06:00:00,4532117045436,Amazon,shopping_net,242.48,15.909190076993955,79.74894413835933,16.089480010424186,79.24199906388101,1609653600,0
2021-01-03 09:00:00,4532117045436,Netflix,food_dining,116.63,15.919895593613612,79.74269789319894,15.801590659499874,79.76717809737326,1609664400,0
2021-01-03 12:00:00,4532117045436,Apollo,entertainment,558.41,15.909488408168919,79.74368447028895,15.54014232268079,79.38572728832365,1609675200,0
2021-01-03 15:00:00,4532117045436,Apollo,entertainment,524.49,15.916091692505649,79.7376963118272,15.876948828848995,79.64420387201623,1609686000,0
2021-01-03 18:00:00,4532117045436,Amazon,travel,321.81,15.915157479076115,79.73862895257909,15.157741499750122,80.21278576199127,1609696800,0
2021-01-03 21:00:00,4532117045436,Netflix,shopping_net,463.95,15.892065128147179,79.74853973540478,16.689606387057573,79.1205773993021,1609707600,0
2021-01-04 00:00:00,4532117045436,Zomato,gas_transport,355.61,15.917075850821035,79.74264291945315,16.714606957524687,78.4364749455743,1609718400,0
2021-01-04 03:00:00,4532117045436,Walmart,gas_transport,375.87,15.898488982986676,79.73526833935473,15.949555341894081,79.0706301161651,1609729200,0
2021-01-04 06:00:00,4532117045436,Netflix,grocery_pos,401.96,15.899251184252343,79.7509932661146,15.757413806989188,79.94865882918354,1609740000,0
2021-01-04 09:00:00,4532117045436,Amazon,grocery_pos,315.52,15.916564637455625,79.73392164435478,15.174370268883525,79.14124729747,1609750800,0
2021-01-04 12:00:00,4532117045436,Apollo,food_dining,342.5,15.918265897673164,79.74145697782066,15.586008950500633,79.38366393501836,1609761600,0
2021-01-04 15:00:00,4532117045436,Zomato,shopping_net,346.73,15.924950494568389,79.72759978770384,16.654347742633746,79.96696966746468,1609772400,0
2021-01-04 18:00:00,4532117045436,Netflix,grocery_pos,513.43,15.902006324124358,79.730541990684,15.916958799917767,80.14195174021476,1609783200,0
2021-01-04 21:00:00,4532117045436,Walmart,grocery_pos,33.87,15.905487209957244,79.74019105375291,15.656012682215499,80.25634105102154,1609794000,0
2021-01-05 00:00:00,4532117045436,Walmart,health_fitness,415.86,15.917543657938444,79.73303756779559,15.936155922437761,80.01701124903408,1609804800,0
2021-01-05 03:00:00,4532117045436,Shell,shopping_net,286.85,15.925142774593558,79.7377084934097,15.64320419950111,79.17712142745053,1609815600,0
2021-01-05 06:00:00,4532117045436,Shell,food_dining,292.27,15.914821747920632,79.75213269980986,15.124629287926927,80.54314832148077,1609826400,0
2021-01-05 09:00:00,4532117045436,MakeMyTrip,grocery_pos,371.15,15.90412001050762,79.7387524364161,15.75968042733943,79.26854989603736,1609837200,0
2021-01-05 12:00:00,4532117045436,Amazon,food_dining,447.85,15.927964170235812,79.74899849234157,15.390362360273073,79.42190300063722,1609848000,0
2021-01-05 15:00:00,4532117045436,Netflix,entertainment,417.84,15.91027633469769,79.73219287486477,16.12690422158721,79.7372523055723,1609858800,0
2021-01-05 18:00:00,4532117045436,Netflix,food_dining,290.39,15.910587993747361,79.74548904333979,16.377036978231555,79.87936456369776,1609869600,0
2021-01-05 21:00:00,4532117045436,MakeMyTrip,gas_transport,558.25,15.898541526107916,79.72999809272095,15.556861942842007,80.45930005840027,1609880400,0
2021-01-06 00:00:00,4532117045436,Apollo,gas_transport,314.61,15.920140876749466,79.73750219014816,16.010232077884883,79.42360428997348,1609891200,0
2021-01-06 03:00:00,4532117045436,Apollo,food_dining,339.79,15.921426055893807,79.74589494009368,15.905094780817533,79.93020777125544,1609902000,0
2021-01-06 06:00:00,4532117045436,MakeMyTrip,gas_transport,492.67,15.905841689866099,79.74012757229055,15.544405607575781,79.42640020955913,1609912800,0
2021-01-06 09:00:00,4532117045436,Apollo,entertainment,5920.82,15.930412070590558,79.74942300722702,27.668181025533748,76.97901294849851,1609923600,1
2021-01-06 12:00:00,4532117045436,Shell,shopping_net,358.25,15.907028716127778,79.74667514235396,15.400583297343246,79.95360758369183,1609934400,0
2021-01-06 15:00:00,4532117045436,Netflix,gas_transport,10.0,15.919152544787961,79.7369159485066,15.524849929502968,80.38463415408499,1609945200,0
2021-01-06 18:00:00,4532117045436,MakeMyTrip,gas_transport,317.18,15.915136492052923,79.75296948372811,15.984549153139746,79.16363169457416,1609956000,0
2021-01-06 21:00:00,4532117045436,Netflix,food_dining,474.28,15.892644438050395,79.74436305070796,16.034495121338747,79.45944122012429,1609966800,0
2021-01-07 00:00:00,4532117045436,Walmart,entertainment,553.29,15.91833903483545,79.73756310777058,16.53366927491091,79.86432925291112,1609977600,0
2021-01-07 03:00:00,4532117045436,Shell,travel,438.11,15.917441246461703,79.74145766180293,15.396210044978556,80.39254822647197,1609988400,0
2021-01-07 06:00:00,4532117045436,Zomato,travel,378.15,15.895236173360553,79.74090918250856,15.502978790773595,80.23613550580649,1609999200,0
2021-01-07 09:00:00,4532117045436,Shell,travel,793.98,15.928153332736995,79.74201592326413,15.590496113878096,80.49021369419314,1610010000,0
2021-01-07 12:00:00,4532117045436,MakeMyTrip,travel,7721.36,15.917481884298615,79.73858240675055,28.764102869300025,77.00036695761194,1610020800,1
2021-01-07 15:00:00,4532117045436,Zomato,shopping_net,541.83,15.925294011334213,79.74372527716305,16.02268161858354,80.12936414181945,1610031600,0
2021-01-07 18:00:00,4532117045436,Walmart,food_dining,249.74,15.895738927872289,79.74789819703511,16.127986369989323,79.81668569363293,1610042400,0
2021-01-07 21:00:00,4532117045436,MakeMyTrip,food_dining,286.47,15.908795677037178,79.74425563921508,14.971734712525356,79.18252664273574,1610053200,0
2021-01-08 00:00:00,4532117045436,Amazon,health_fitness,547.1,15.924706025060015,79.74391528466194,16.510399144618752,78.6676992187635,1610064000,0
2021-01-08 03:00:00,4532117045436,Netflix,entertainment,606.68,15.897217086440358,79.73899320940622,16.1476747762139,79.80216891842483,1610074800,0
2021-01-08 06:00:00,4532117045436,Walmart,travel,391.54,15.909088898451461,79.7311391771177,16.354256530580418,80.14132437113135,1610085600,0
2021-01-08 09:00:00,4532117045436,Netflix,shopping_net,172.7,15.916965015725607,79.72870655565201,14.718453463526847,78.37787211740847,1610096400,0
2021-01-08 12:00:00,4532117045436,Apollo,entertainment,424.87,15.893954196702413,79.73292423663358,16.328848874301723,79.15293778472142,1610107200,0
2021-01-08 15:00:00,4532117045436,Amazon,travel,478.41,15.899686102433359,79.73581996033992,15.4153675611131,79.23173685534002,1610118000,0
2021-01-08 18:00:00,4532117045436,Amazon,shopping_net,464.82,15.926720842349976,79.75671791389713,15.68753813843686,79.64619480384683,1610128800,0
2021-01-08 21:00:00,4532117045436,Walmart,entertainment,365.49,15.913497946062902,79.75251661545472,16.629902914716155,79.79160965583938,1610139600,0
2021-01-09 00:00:00,4532117045436,Amazon,food_dining,5126.16,15.924667000936594,79.73406683765423,28.257949280487278,75.3878243077279,1610150400,1
2021-01-09 03:00:00,4532117045436,Zomato,food_dining,337.53,15.914720955958948,79.74449702282895,15.574555844128078,79.08204811477181,1610161200,0
2021-01-09 06:00:00,4532117045436,Amazon,grocery_pos,283.22,15.937458964369949,79.7393237779193,16.31099553075678,79.91211338342984,1610172000,0
2021-01-09 09:00:00,4532117045436,Netflix,gas_transport,563.35,15.917287322831953,79.74235990764615,16.09330256303604,79.04645852930763,1610182800,0
2021-01-09 12:00:00,4532117045436,Netflix,travel,464.67,15.92559778940435,79.7345137935993,15.70922030209786,80.15788827675446,1610193600,0
2021-01-09 15:00:00,4532117045436,MakeMyTrip,health_fitness,427.4,15.910439135635098,79.76241759830464,16.150794045644812,79.49918153428347,1610204400,0
2021-01-09 18:00:00,4532117045436,Netflix,entertainment,373.93,15.915007296084184,79.75864499723387,15.723813352720796,79.13392733883002,1610215200,0
2021-01-09 21:00:00,4532117045436,MakeMyTrip,health_fitness,3084.47,15.919318707774291,79.73707382484619,28.17166214138398,79.1969214320506,1610226000,1
2021-01-10 00:00:00,4532117045436,Netflix,grocery_pos,474.05,15.920978064585453,79.73403670984277,16.09998714229113,79.18232900632911,1610236800,0
2021-01-10 03:00:00,4532117045436,Zomato,gas_transport,709.3,15.91251009063614,79.74925472633421,16.164616812985376,79.78607791327033,1610247600,0
2021-01-10 06:00:00,4532117045436,MakeMyTrip,entertainment,548.18,15.91292744389692,79.72790330814586,16.8750680936097,80.05203269356137,1610258400,0
2021-01-10 09:00:00,4532117045436,Shell,shopping_net,2549.6,15.917919197580405,79.74845947924769,29.20266336885734,77.06593353022845,1610269200,1
2021-01-10 12:00:00,4532117045436,Apollo,travel,351.64,15.917912631221503,79.74125465978457,16.412889999745442,79.48057760561163,1610280000,0
2021-01-10 15:00:00,4532117045436,Walmart,gas_transport,328.25,15.90264941602411,79.72565902674003,15.64944821241722,80.43397565726224,1610290800,0
2021-01-10 18:00:00,4532117045436,Netflix,food_dining,419.92,15.915149611516828,79.73848229487054,15.154207065678765,79.72781743314836,1610301600,0
2021-01-10 21:00:00,4532117045436,Amazon,grocery_pos,328.13,15.916107739266984,79.73344246003339,15.819054433741258,80.37256109486212,1610312400,0
2021-01-11 00:00:00,4532117045436,Netflix,gas_transport,521.22,15.903136818426969,79.74161780244687,15.66970976253715,79.66136890297825,1610323200,0
2021-01-11 03:00:00,4532117045436,Amazon,travel,53.47,15.921959268329088,79.74057506292118,16.212705448432935,79.62451943044047,1610334000,0
2021-01-11 06:00:00,4532117045436,Apollo,gas_transport,530.28,15.91702744623222,79.7265268505845,15.81407128028202,80.029216055502,1610344800,0
2021-01-11 09:00:00,4532117045436,Apollo,travel,491.31,15.936206493134693,79.73665856503862,16.576012073439426,79.8939768548442,1610355600,0
2021-01-11 12:00:00,4532117045436,Apollo,food_dining,639.41,15.912639864875956,79.74574720315849,15.043313622311082,79.4629580265127,1610366400,0
2021-01-11 15:00:00,4532117045436,Amazon,entertainment,581.52,15.924261110840328,79.74746908171952,15.773229574722349,80.31763181795337,1610377200,0
2021-01-11 18:00:00,4532117045436,Netflix,shopping_net,347.45,15.91829125571531,79.7363694195204,16.099296138389157,79.26165363833509,1610388000,0
2021-01-11 21:00:00,4532117045436,Apollo,food_dining,564.64,15.932114395265533,79.74457770642883,15.425124268194315,80.02921980317748,1610398800,0
2021-01-12 00:00:00,4532117045436,Zomato,shopping_net,424.79,15.903200192425645,79.74266380200945,16.36542995723066,80.00723933633671,1610409600,0
2021-01-12 03:00:00,4532117045436,MakeMyTrip,entertainment,159.85,15.907946859951998,79.73947356276244,16.349085009684575,80.2722965434925,1610420400,0
2021-01-12 06:00:00,4532117045436,Amazon,gas_transport,473.82,15.903542925485308,79.74463879206044,15.697279518360451,80.28209994437475,1610431200,0
2021-01-12 09:00:00,4532117045436,Amazon,shopping_net,356.36,15.912120823947602,79.73074795571203,17.237345007595135,79.64902876605863,1610442000,0
2021-01-12 12:00:00,4532117045436,Netflix,grocery_pos,6688.3,15.901652756917926,79.74000970400824,27.26473330984923,76.2233662855469,1610452800,1
2021-01-12 15:00:00,4532117045436,Amazon,grocery_pos,697.72,15.897639160927449,79.72396060763509,15.239707876558622,79.72289425902419,1610463600,0
2021-01-12 18:00:00,4532117045436,Amazon,travel,483.72,15.891565764967813,79.7394587469415,15.675782983662645,80.61278741670478,1610474400,0
2021-01-12 21:00:00,4532117045436,Apollo,food_dining,297.4,15.890925303910032,79.75425026404685,16.008045929006816,80.06548890618404,1610485200,0
2021-01-13 00:00:00,4532117045436,Netflix,entertainment,594.66,15.919463916905622,79.73680474449108,15.106277421921117,80.26188826269362,1610496000,0
2021-01-13 03:00:00,4532117045436,Apollo,travel,504.38,15.908345617503272,79.7532504012825,16.22252696011594,79.61447529948819,1610506800,0
2021-01-13 06:00:00,4532117045436,MakeMyTrip,food_dining,279.73,15.900562479391048,79.73696411931179,17.143046758925436,79.17665707611201,1610517600,0
2021-01-13 09:00:00,4532117045436,MakeMyTrip,food_dining,209.06,15.906309203682877,79.72915278899583,15.216394490658384,79.27226550925553,1610528400,0
2021-01-13 12:00:00,4532117045436,Apollo,travel,303.4,15.907620970529608,79.74665394498015,16.011108422375038,80.2462490835862,1610539200,0
2021-01-13 15:00:00,4532117045436,MakeMyTrip,health_fitness,575.45,15.903253997898428,79.74463934041987,16.391876278200098,79.37419540682954,1610550000,0
2021-01-13 18:00:00,4532117045436,Netflix,food_dining,404.76,15.928955504942373,79.76319007934237,16.29574095709401,81.33757752884453,1610560800,0
2021-01-13 21:00:00,4532117045436,Walmart,health_fitness,462.17,15.927068289028144,79.73020704283466,16.992102910139003,79.53717518936067,1610571600,0
2021-01-14 00:00:00,4532117045436,Apollo,grocery_pos,249.22,15.92878489848612,79.74356414044024,15.6782121062467,79.91560664080941,1610582400,0
2021-01-14 03:00:00,4532117045436,Zomato,grocery_pos,579.48,15.914691963876882,79.74392043251233,16.905892354882063,79.91470579526978,1610593200,0
2021-01-14 06:00:00,4532117045436,Zomato,food_dining,147.72,15.915704644869392,79.75058184701858,15.88276835970807,79.82973902727046,1610604000,0
2021-01-14 09:00:00,4532117045436,Amazon,grocery_pos,351.69,15.90637385942615,79.74529798933229,15.657790163064115,79.13006001894419,1610614800,0
2021-01-14 12:00:00,4532117045436,MakeMyTrip,entertainment,512.77,15.904429288937713,79.7371192245577,16.852467615715703,79.86387669958322,1610625600,0
2021-01-14 15:00:00,4532117045436,Zomato,health_fitness,2325.54,15.913117255817543,79.72928927793129,26.85757973286415,77.18245227862916,1610636400,1
2021-01-14 18:00:00,4532117045436,Amazon,health_fitness,542.12,15.919423560251467,79.74346622892475,16.448477586055834,79.59032216309163,1610647200,0
2021-01-14 21:00:00,4532117045436,Walmart,food_dining,319.62,15.924857681518594,79.74374420651516,15.666564208215451,80.6657331921271,1610658000,0
2021-01-15 00:00:00,4532117045436,Netflix,grocery_pos,266.09,15.90744010856933,79.74631416022297,15.275874185855665,78.90904769647076,1610668800,0
2021-01-15 03:00:00,4532117045436,Netflix,shopping_net,642.97,15.900372661512296,79.73710566153478,15.277274465365107,78.9843637611667,1610679600,0
2021-01-15 06:00:00,4532117045436,Netflix,travel,473.09,15.920239849865663,79.7427815156036,16.26570542653584,80.11685459681357,1610690400,0
2021-01-15 09:00:00,4532117045436,Zomato,travel,527.86,15.894718564484709,79.72455848708087,15.380936797669746,79.69643292671624,1610701200,0
2021-01-15 12:00:00,4532117045436,Walmart,health_fitness,602.73,15.912507894310114,79.72970753752696,15.807856396212753,79.30004963667801,1610712000,0
2021-01-15 15:00:00,4532117045436,Zomato,food_dining,57.11,15.913793046258133,79.74935529513911,15.588121209863719,79.83750809359695,1610722800,0
2021-01-15 18:00:00,4532117045436,MakeMyTrip,food_dining,545.22,15.909112121987661,79.74179835528072,15.473499898405594,80.21968861666211,1610733600,0
2021-01-15 21:00:00,4532117045436,Zomato,entertainment,335.85,15.897447548914904,79.74475820097969,15.53446736124884,78.92456642291651,1610744400,0
2021-01-16 00:00:00,4532117045436,Walmart,gas_transport,355.61,15.909243889909789,79.73401648258904,16.01653350477195,80.10143605888365,1610755200,0
2021-01-16 03:00:00,4532117045436,Walmart,gas_transport,515.62,15.929325424510017,79.73274547233311,14.423939214928845,79.90541339771742,1610766000,0
2021-01-16 06:00:00,4532117045436,MakeMyTrip,health_fitness,395.54,15.918817216013665,79.73576448737802,16.33493912624045,79.62525721976573,1610776800,0
2021-01-16 09:00:00,4532117045436,Walmart,travel,539.18,15.924517146020296,79.74237684428037,15.265430787725116,79.86280194315954,1610787600,0
2021-01-16 12:00:00,4532117045436,Walmart,entertainment,443.87,15.900727981728178,79.74685917455642,15.329191282085885,79.87123750737081,1610798400,0
2021-01-16 15:00:00,4532117045436,Netflix,entertainment,475.23,15.915457079322774,79.73750889945117,15.190897321624993,80.01492943577126,1610809200,0
2021-01-16 18:00:00,4532117045436,MakeMyTrip,entertainment,376.47,15.913783403516996,79.72340417569852,16.047485230571123,79.24745637667925,1610820000,0
2021-01-16 21:00:00,4532117045436,Shell,health_fitness,290.26,15.913977054513031,79.7440103760585,16.644850373811202,80.28373659035904,1610830800,0
2021-01-17 00:00:00,4532117045436,Shell,gas_transport,338.95,15.918458459327455,79.7426705215512,15.845079334092421,80.23616108333526,1610841600,0
2021-01-17 03:00:00,4532117045436,Walmart,travel,434.58,15.914373225009566,79.74479172978222,16.13134266231771,80.25088349449487,1610852400,0
2021-01-17 06:00:00,4532117045436,Shell,entertainment,725.59,15.901005409265005,79.74856498122249,16.182322281408837,78.87741065679299,1610863200,0
2021-01-17 09:00:00,4532117045436,Shell,travel,670.79,15.919032540489855,79.747775584906,16.28349850463613,80.31218527034763,1610874000,0
2021-01-17 12:00:00,4532117045436,Walmart,grocery_pos,352.01,15.921308842797306,79.75360814227805,15.411113392338056,79.55559838918708,1610884800,0
2021-01-17 15:00:00,4532117045436,Shell,food_dining,459.04,15.926094789706266,79.74028417730047,16.709628359779973,80.00537937731225,1610895600,0
2021-01-17 18:00:00,4532117045436,Zomato,food_dining,4262.11,15.926536528439177,79.7356807228084,29.821703030690095,77.73505325326266,1610906400,1
2021-01-17 21:00:00,4532117045436,Amazon,travel,469.54,15.917664330668574,79.75040840840772,16.05342992043057,79.39840985914853,1610917200,0
2021-01-18 00:00:00,4532117045436,MakeMyTrip,shopping_net,488.84,15.901471628919028,79.74908356055342,15.83791255187592,80.16019142364783,1610928000,0
2021-01-18 03:00:00,4532117045436,Amazon,shopping_net,529.13,15.897606161657855,79.73767148306358,15.690161197562126,80.00299749245455,1610938800,0
2021-01-18 06:00:00,4532117045436,Walmart,health_fitness,14.83,15.9106290639356,79.75105885823876,16.38268414384733,79.20002103641343,1610949600,0
